origin,year,month,day,hour,temp,dewp,humid,wind_speed,time_hour
EWR,2013,9,29,22,62.06,53.96,74.75,0,29/09/2013 22:00
EWR,2013,9,29,23,57.92,51.98,80.55,0,29/09/2013 23:00
EWR,2013,9,30,0,57.02,53.06,86.58,3.45234,30/09/2013
EWR,2013,9,30,1,55.94,51.98,86.52,3.45234,30/09/2013 01:00
EWR,2013,9,30,2,53.96,51.98,92.99,5.7539,30/09/2013 02:00
EWR,2013,9,30,3,53.96,51.08,89.95,4.60312,30/09/2013 03:00
EWR,2013,9,30,4,53.96,51.08,89.95,4.60312,30/09/2013 04:00
EWR,2013,9,30,5,55.04,51.98,89.4,3.45234,30/09/2013 05:00
EWR,2013,9,30,6,53.06,51.08,92.96,4.60312,30/09/2013 06:00
EWR,2013,9,30,7,55.94,53.96,93.05,5.7539,30/09/2013 07:00
EWR,2013,9,30,8,59,53.96,83.34,6.90468,30/09/2013 08:00
EWR,2013,9,30,9,64.04,51.98,64.84,3.45234,30/09/2013 09:00
EWR,2013,9,30,10,66.92,50,54.51,3.45234,30/09/2013 10:00
EWR,2013,9,30,11,71.06,48.92,45.43,3.45234,30/09/2013 11:00
EWR,2013,9,30,12,73.04,48.92,42.48,3.45234,30/09/2013 12:00
EWR,2013,9,30,13,71.96,48.92,44.06,3.45234,30/09/2013 13:00
EWR,2013,9,30,14,71.96,46.94,40.9,5.7539,30/09/2013 14:00
EWR,2013,9,30,15,71.96,51.08,47.75,8.05546,30/09/2013 15:00
EWR,2013,9,30,16,71.96,51.98,49.36,6.90468,30/09/2013 16:00
EWR,2013,9,30,17,69.98,53.06,54.94,5.7539,30/09/2013 17:00
EWR,2013,9,30,18,68,53.06,58.8,5.7539,30/09/2013 18:00
EWR,2013,9,30,19,66.02,53.96,65.07,4.60312,30/09/2013 19:00
EWR,2013,9,30,20,64.94,55.04,70.28,3.45234,30/09/2013 20:00
EWR,2013,9,30,21,62.96,55.04,75.33,3.45234,30/09/2013 21:00
EWR,2013,9,30,22,62.06,53.96,74.75,9.20624,30/09/2013 22:00
EWR,2013,9,30,23,60.08,53.06,77.59,5.7539,30/09/2013 23:00
JFK,2013,9,1,0,73.94,71.06,90.73,6.90468,01/09/2013
JFK,2013,9,1,1,73.94,71.06,90.73,8.05546,01/09/2013 01:00
JFK,2013,9,1,2,73.94,71.06,90.73,6.90468,01/09/2013 02:00
JFK,2013,9,1,3,73.04,69.98,90.14,10.35702,01/09/2013 03:00
JFK,2013,9,1,4,73.04,71.06,93.52,8.05546,01/09/2013 04:00
JFK,2013,9,1,5,73.4,71.6,94.1,5.7539,01/09/2013 05:00
JFK,2013,9,1,6,73.94,71.06,90.73,3.45234,01/09/2013 06:00
JFK,2013,9,1,7,75.02,71.96,90.22,5.7539,01/09/2013 07:00
JFK,2013,9,1,8,75.92,73.04,90.8,9.20624,01/09/2013 08:00
JFK,2013,9,1,9,75.02,71.96,90.22,11.5078,01/09/2013 09:00
JFK,2013,9,1,10,77,73.04,88.59,9.20624,01/09/2013 10:00
JFK,2013,9,1,11,80.6,71.96,76.36,4.60312,01/09/2013 11:00
JFK,2013,9,1,12,82.04,71.96,71.59,10.35702,01/09/2013 12:00
JFK,2013,9,1,13,80.96,71.96,74.15,11.5078,01/09/2013 13:00
JFK,2013,9,1,14,82.04,71.06,69.43,13.80936,01/09/2013 14:00
JFK,2013,9,1,15,80.6,73.4,78.76,12.65858,01/09/2013 15:00
JFK,2013,9,1,16,78.08,71.96,81.5,11.5078,01/09/2013 16:00
JFK,2013,9,1,17,75.92,73.04,90.8,11.5078,01/09/2013 17:00
JFK,2013,9,1,18,75.92,73.04,90.8,10.35702,01/09/2013 18:00
JFK,2013,9,1,19,75.02,73.04,93.57,6.90468,01/09/2013 19:00
JFK,2013,9,1,20,75.2,73.4,94.14,8.05546,01/09/2013 20:00
JFK,2013,9,1,21,75.2,73.4,97.02,11.5078,01/09/2013 21:00
JFK,2013,9,1,22,75.2,73.4,94.14,11.5078,01/09/2013 22:00
JFK,2013,9,1,23,75.2,73.4,94.14,8.05546,01/09/2013 23:00
JFK,2013,9,2,0,73.94,73.04,97.02,6.90468,02/09/2013
JFK,2013,9,2,1,73.94,73.04,97.02,9.20624,02/09/2013 01:00
JFK,2013,9,2,2,73.94,73.04,97.02,8.05546,02/09/2013 02:00
JFK,2013,9,2,3,73.94,73.94,100,3.45234,02/09/2013 03:00
JFK,2013,9,2,4,73.94,73.04,97.02,3.45234,02/09/2013 04:00
JFK,2013,9,2,5,73.94,73.04,97.02,0,02/09/2013 05:00
JFK,2013,9,2,6,73.94,73.4,100,3.45234,02/09/2013 06:00
JFK,2013,9,2,7,73.94,73.4,100,5.7539,02/09/2013 07:00
JFK,2013,9,2,8,77,71.96,88.59,4.60312,02/09/2013 08:00
JFK,2013,9,2,9,80.06,71.96,76.36,3.45234,02/09/2013 09:00
JFK,2013,9,2,10,78.98,73.4,83.55,8.05546,02/09/2013 10:00
JFK,2013,9,2,11,82.04,73.04,74.25,5.7539,02/09/2013 11:00
JFK,2013,9,2,12,78.98,73.04,82.06,8.05546,02/09/2013 12:00
JFK,2013,9,2,13,77,73.4,88.67,9.20624,02/09/2013 13:00
JFK,2013,9,2,14,77,71.96,84.46,8.05546,02/09/2013 14:00
JFK,2013,9,2,15,75.02,73.04,93.57,4.60312,02/09/2013 15:00
JFK,2013,9,2,16,78.98,73.94,94.14,6.90468,02/09/2013 16:00
JFK,2013,9,2,17,77,73.4,88.67,6.90468,02/09/2013 17:00
JFK,2013,9,2,18,77,73.04,87.6,5.7539,02/09/2013 18:00
JFK,2013,9,2,19,73.94,71.06,90.73,8.05546,02/09/2013 19:00
JFK,2013,9,2,20,73.04,71.06,93.52,8.05546,02/09/2013 20:00
JFK,2013,9,2,21,73.04,71.06,93.52,13.80936,02/09/2013 21:00
JFK,2013,9,2,22,73.04,69.98,90.14,9.20624,02/09/2013 22:00
JFK,2013,9,2,23,73.04,69.98,90.14,5.7539,02/09/2013 23:00
JFK,2013,9,3,0,73.04,69.98,93.49,5.7539,03/09/2013
JFK,2013,9,3,1,73.04,71.06,93.52,3.45234,03/09/2013 01:00
JFK,2013,9,3,2,73.94,71.6,94.1,9.20624,03/09/2013 02:00
JFK,2013,9,3,3,73.04,71.06,93.52,0,03/09/2013 03:00
JFK,2013,9,3,4,73.4,71.6,94.1,5.7539,03/09/2013 04:00
JFK,2013,9,3,5,73.4,71.96,96.42,4.60312,03/09/2013 05:00
JFK,2013,9,3,6,73.04,71.96,96.42,0,03/09/2013 06:00
JFK,2013,9,3,7,73.94,71.96,94.1,3.45234,03/09/2013 07:00
JFK,2013,9,3,8,77,73.04,87.6,5.7539,03/09/2013 08:00
JFK,2013,9,3,9,78.08,71.06,79.05,11.5078,03/09/2013 09:00
JFK,2013,9,3,10,78.98,69.08,71.72,10.35702,03/09/2013 10:00
JFK,2013,9,3,11,77,66.92,71.08,13.80936,03/09/2013 11:00
JFK,2013,9,3,12,80.96,66.2,65.33,10.35702,03/09/2013 12:00
JFK,2013,9,3,13,82.04,60.08,47.39,12.65858,03/09/2013 13:00
JFK,2013,9,3,14,84.02,57.92,41.15,12.65858,03/09/2013 14:00
JFK,2013,9,3,15,84.92,57.92,39.97,16.11092,03/09/2013 15:00
JFK,2013,9,3,16,82.04,55.94,40.84,13.80936,03/09/2013 16:00
JFK,2013,9,3,17,82.04,53.06,36.77,12.65858,03/09/2013 17:00
JFK,2013,9,3,18,80.06,55.04,42.16,11.5078,03/09/2013 18:00
JFK,2013,9,3,19,78.08,53.96,43.26,12.65858,03/09/2013 19:00
JFK,2013,9,3,20,75.92,53.06,44.97,9.20624,03/09/2013 20:00
JFK,2013,9,3,21,73.94,53.96,49.66,10.35702,03/09/2013 21:00
JFK,2013,9,3,22,71.96,55.04,55.22,12.65858,03/09/2013 22:00
JFK,2013,9,3,23,71.06,55.04,56.93,13.80936,03/09/2013 23:00
JFK,2013,9,4,0,69.08,55.04,60.91,9.20624,04/09/2013
JFK,2013,9,4,1,69.08,55.04,60.91,9.20624,04/09/2013 01:00
JFK,2013,9,4,2,68,55.04,63.21,12.65858,04/09/2013 02:00
JFK,2013,9,4,3,66.92,55.04,65.61,9.20624,04/09/2013 03:00
JFK,2013,9,4,4,66.92,55.94,67.79,13.80936,04/09/2013 04:00
JFK,2013,9,4,5,66.92,55.94,67.79,9.20624,04/09/2013 05:00
JFK,2013,9,4,6,66.92,55.94,67.79,12.65858,04/09/2013 06:00
JFK,2013,9,4,7,69.08,55.04,60.91,13.80936,04/09/2013 07:00
JFK,2013,9,4,8,71.96,55.04,55.22,17.2617,04/09/2013 08:00
JFK,2013,9,4,9,73.94,53.96,49.66,13.80936,04/09/2013 09:00
JFK,2013,9,4,10,75.92,51.08,41.8,14.96014,04/09/2013 10:00
JFK,2013,9,4,11,78.08,48.92,35.91,8.05546,04/09/2013 11:00
JFK,2013,9,4,12,78.98,48.02,33.7,8.05546,04/09/2013 12:00
JFK,2013,9,4,13,82.04,48.02,30.5,16.11092,04/09/2013 13:00
JFK,2013,9,4,14,80.96,55.04,40.94,17.2617,04/09/2013 14:00
JFK,2013,9,4,15,80.96,55.94,42.3,20.71404,04/09/2013 15:00
JFK,2013,9,4,16,80.06,55.94,43.56,18.41248,04/09/2013 16:00
JFK,2013,9,4,17,82.04,53.96,38,14.96014,04/09/2013 17:00
JFK,2013,9,4,18,80.06,55.04,42.16,14.96014,04/09/2013 18:00
JFK,2013,9,4,19,77,57.02,50.11,13.80936,04/09/2013 19:00
JFK,2013,9,4,20,75.92,57.92,53.65,13.80936,04/09/2013 20:00
JFK,2013,9,4,21,75.02,60.08,59.72,11.5078,04/09/2013 21:00
JFK,2013,9,4,22,73.94,57.92,57.32,11.5078,04/09/2013 22:00
JFK,2013,9,4,23,71.96,60.98,68.35,9.20624,04/09/2013 23:00
JFK,2013,9,5,0,69.98,60.98,73.11,10.35702,05/09/2013
JFK,2013,9,5,1,69.98,59,68.13,11.5078,05/09/2013 01:00
JFK,2013,9,5,2,69.98,57.92,65.54,10.35702,05/09/2013 02:00
JFK,2013,9,5,3,69.08,59,70.26,10.35702,05/09/2013 03:00
JFK,2013,9,5,4,68,57.92,70.15,11.5078,05/09/2013 04:00
JFK,2013,9,5,5,66.92,59,75.69,10.35702,05/09/2013 05:00
JFK,2013,9,5,6,66.92,57.92,72.81,10.35702,05/09/2013 06:00
JFK,2013,9,5,7,71.06,59,65.67,9.20624,05/09/2013 07:00
JFK,2013,9,5,8,73.04,57.02,57.2,14.96014,05/09/2013 08:00
JFK,2013,9,5,9,75.92,55.94,49.95,10.35702,05/09/2013 09:00
JFK,2013,9,5,10,78.98,57.02,46.93,11.5078,05/09/2013 10:00
JFK,2013,9,5,11,77,55.94,48.19,13.80936,05/09/2013 11:00
JFK,2013,9,5,12,80.06,51.08,36.46,18.41248,05/09/2013 12:00
JFK,2013,9,5,13,80.96,42.08,25.2,10.35702,05/09/2013 13:00
JFK,2013,9,5,14,80.96,37.04,20.71,16.11092,05/09/2013 14:00
JFK,2013,9,5,15,80.06,35.96,20.44,8.05546,05/09/2013 15:00
JFK,2013,9,5,16,78.08,42.98,28.68,16.11092,05/09/2013 16:00
JFK,2013,9,5,17,77,42.98,29.72,16.11092,05/09/2013 17:00
JFK,2013,9,5,18,73.94,35.96,25.03,16.11092,05/09/2013 18:00
JFK,2013,9,5,19,71.96,35.96,26.76,16.11092,05/09/2013 19:00
JFK,2013,9,5,20,69.08,42.08,37.49,10.35702,05/09/2013 20:00
JFK,2013,9,5,21,68,41,37.32,10.35702,05/09/2013 21:00
JFK,2013,9,5,22,66.02,39.92,38.32,8.05546,05/09/2013 22:00
JFK,2013,9,5,23,64.04,39.92,41.06,6.90468,05/09/2013 23:00
JFK,2013,9,6,0,64.04,37.94,38.01,14.96014,06/09/2013
JFK,2013,9,6,1,62.06,41,45.91,9.20624,06/09/2013 01:00
JFK,2013,9,6,2,60.98,39.92,45.74,12.65858,06/09/2013 02:00
JFK,2013,9,6,3,59,41,51.18,13.80936,06/09/2013 03:00
JFK,2013,9,6,4,57.02,42.98,59.31,11.5078,06/09/2013 04:00
JFK,2013,9,6,5,57.02,42.98,59.31,9.20624,06/09/2013 05:00
JFK,2013,9,6,6,57.02,44.06,61.81,9.20624,06/09/2013 06:00
JFK,2013,9,6,7,60.98,42.98,51.48,10.35702,06/09/2013 07:00
JFK,2013,9,6,8,62.96,41,44.47,13.80936,06/09/2013 08:00
JFK,2013,9,6,9,64.94,39.92,39.79,12.65858,06/09/2013 09:00
JFK,2013,9,6,10,68,39.02,34.55,10.35702,06/09/2013 10:00
JFK,2013,9,6,11,69.98,39.92,33.44,4.60312,06/09/2013 11:00
JFK,2013,9,6,12,69.08,39.02,33.3,3.45234,06/09/2013 12:00
JFK,2013,9,6,13,71.96,39.02,30.18,0,06/09/2013 13:00
JFK,2013,9,6,14,69.98,42.08,36.36,5.7539,06/09/2013 14:00
JFK,2013,9,6,15,69.08,44.06,40.45,10.35702,06/09/2013 15:00
JFK,2013,9,6,16,69.08,44.06,40.45,9.20624,06/09/2013 16:00
JFK,2013,9,6,17,68,44.96,43.44,8.05546,06/09/2013 17:00
JFK,2013,9,6,18,66.02,44.96,46.52,5.7539,06/09/2013 18:00
JFK,2013,9,6,19,64.94,46.04,50.32,3.45234,06/09/2013 19:00
JFK,2013,9,6,20,64.04,46.94,53.73,3.45234,06/09/2013 20:00
JFK,2013,9,6,21,64.04,48.02,55.95,0,06/09/2013 21:00
JFK,2013,9,6,22,62.96,46.94,55.8,0,06/09/2013 22:00
JFK,2013,9,6,23,62.06,46.94,57.6,5.7539,06/09/2013 23:00
JFK,2013,9,7,0,60.08,48.02,64.35,8.05546,07/09/2013
JFK,2013,9,7,1,62.06,50,64.59,10.35702,07/09/2013 01:00
JFK,2013,9,7,2,60.98,50,67.11,6.90468,07/09/2013 02:00
JFK,2013,9,7,3,60.08,46.04,59.72,9.20624,07/09/2013 03:00
JFK,2013,9,7,4,59,46.94,64.22,6.90468,07/09/2013 04:00
JFK,2013,9,7,5,59,48.92,69.17,6.90468,07/09/2013 05:00
JFK,2013,9,7,6,60.98,51.08,69.86,11.5078,07/09/2013 06:00
JFK,2013,9,7,7,64.04,51.98,64.84,6.90468,07/09/2013 07:00
JFK,2013,9,7,8,66.92,51.08,56.73,8.05546,07/09/2013 08:00
JFK,2013,9,7,9,69.98,44.96,40.59,10.35702,07/09/2013 09:00
JFK,2013,9,7,10,71.06,46.04,40.76,11.5078,07/09/2013 10:00
JFK,2013,9,7,11,73.04,46.04,38.12,11.5078,07/09/2013 11:00
JFK,2013,9,7,12,75.92,44.06,32.1,11.5078,07/09/2013 12:00
JFK,2013,9,7,13,77,44.06,30.97,14.96014,07/09/2013 13:00
JFK,2013,9,7,14,75.02,51.08,43.08,13.80936,07/09/2013 14:00
JFK,2013,9,7,15,73.04,51.08,46.04,17.2617,07/09/2013 15:00
JFK,2013,9,7,16,73.04,51.98,47.59,17.2617,07/09/2013 16:00
JFK,2013,9,7,17,69.98,53.96,56.78,17.2617,07/09/2013 17:00
JFK,2013,9,7,18,69.98,55.94,61.02,14.96014,07/09/2013 18:00
JFK,2013,9,7,19,69.98,57.02,63.45,18.41248,07/09/2013 19:00
JFK,2013,9,7,20,69.98,57.92,65.54,14.96014,07/09/2013 20:00
JFK,2013,9,7,21,69.98,55.94,61.02,11.5078,07/09/2013 21:00
JFK,2013,9,7,22,69.08,57.02,65.44,10.35702,07/09/2013 22:00
JFK,2013,9,7,23,69.08,57.02,65.44,8.05546,07/09/2013 23:00
JFK,2013,9,8,0,68,57.02,67.91,9.20624,08/09/2013
JFK,2013,9,8,1,68,57.92,70.15,13.80936,08/09/2013 01:00
JFK,2013,9,8,2,69.08,59,70.26,11.5078,08/09/2013 02:00
JFK,2013,9,8,3,66.92,60.08,78.66,6.90468,08/09/2013 03:00
JFK,2013,9,8,4,66.02,60.08,81.15,5.7539,08/09/2013 04:00
JFK,2013,9,8,5,66.92,60.08,78.66,10.35702,08/09/2013 05:00
JFK,2013,9,8,6,68,60.08,75.78,9.20624,08/09/2013 06:00
JFK,2013,9,8,7,69.08,57.92,67.59,9.20624,08/09/2013 07:00
JFK,2013,9,8,8,73.04,57.92,59.08,8.05546,08/09/2013 08:00
JFK,2013,9,8,9,77,57.92,51.76,14.96014,08/09/2013 09:00
JFK,2013,9,8,10,78.98,59,50.39,13.80936,08/09/2013 10:00
JFK,2013,9,8,11,82.04,60.08,47.39,10.35702,08/09/2013 11:00
JFK,2013,9,8,12,80.96,60.08,49.09,17.2617,08/09/2013 12:00
JFK,2013,9,8,13,84.02,59,42.77,14.96014,08/09/2013 13:00
JFK,2013,9,8,14,84.92,57.02,38.7,17.2617,08/09/2013 14:00
JFK,2013,9,8,15,80.96,53.96,39.36,18.41248,08/09/2013 15:00
JFK,2013,9,8,16,82.04,51.98,35.34,16.11092,08/09/2013 16:00
JFK,2013,9,8,17,80.06,48.02,32.53,17.2617,08/09/2013 17:00
JFK,2013,9,8,18,77,39.92,26.4,16.11092,08/09/2013 18:00
JFK,2013,9,8,19,73.04,44.06,35.36,14.96014,08/09/2013 19:00
JFK,2013,9,8,20,69.98,42.98,37.64,17.2617,08/09/2013 20:00
JFK,2013,9,8,21,68,44.06,41.98,13.80936,08/09/2013 21:00
JFK,2013,9,8,22,66.02,42.98,43.13,13.80936,08/09/2013 22:00
JFK,2013,9,8,23,64.94,42.08,43.26,11.5078,08/09/2013 23:00
JFK,2013,9,9,0,62.96,42.98,48,6.90468,09/09/2013
JFK,2013,9,9,1,60.98,42.98,51.48,3.45234,09/09/2013 01:00
JFK,2013,9,9,2,57.92,44.06,59.84,4.60312,09/09/2013 02:00
JFK,2013,9,9,3,57.92,44.96,61.93,4.60312,09/09/2013 03:00
JFK,2013,9,9,4,57.02,44.06,61.81,6.90468,09/09/2013 04:00
JFK,2013,9,9,5,55.94,44.06,64.28,5.7539,09/09/2013 05:00
JFK,2013,9,9,6,55.94,44.06,64.28,5.7539,09/09/2013 06:00
JFK,2013,9,9,7,60.98,44.06,53.65,8.05546,09/09/2013 07:00
JFK,2013,9,9,8,64.94,42.08,43.26,10.35702,09/09/2013 08:00
JFK,2013,9,9,9,66.92,39.02,35.87,8.05546,09/09/2013 09:00
JFK,2013,9,9,10,69.08,37.94,31.92,8.05546,09/09/2013 10:00
JFK,2013,9,9,11,69.08,41,35.96,5.7539,09/09/2013 11:00
JFK,2013,9,9,12,69.08,46.94,45.12,9.20624,09/09/2013 12:00
JFK,2013,9,9,13,69.08,48.92,48.6,10.35702,09/09/2013 13:00
JFK,2013,9,9,14,69.08,50,50.6,8.05546,09/09/2013 14:00
JFK,2013,9,9,15,69.98,48.92,47.13,8.05546,09/09/2013 15:00
JFK,2013,9,9,16,71.06,48.92,45.43,11.5078,09/09/2013 16:00
JFK,2013,9,9,17,69.08,50,50.6,12.65858,09/09/2013 17:00
JFK,2013,9,9,18,68,51.98,56.51,9.20624,09/09/2013 18:00
JFK,2013,9,9,19,66.92,55.04,65.61,11.5078,09/09/2013 19:00
JFK,2013,9,9,20,66.92,55.94,67.79,12.65858,09/09/2013 20:00
JFK,2013,9,9,21,69.08,59,70.26,12.65858,09/09/2013 21:00
JFK,2013,9,9,22,69.08,60.08,73.02,14.96014,09/09/2013 22:00
JFK,2013,9,9,23,69.08,60.98,75.4,14.96014,09/09/2013 23:00
JFK,2013,9,10,0,69.98,60.98,73.11,13.80936,10/09/2013
JFK,2013,9,10,1,69.98,62.06,75.96,16.11092,10/09/2013 01:00
JFK,2013,9,10,2,69.98,62.06,75.96,11.5078,10/09/2013 02:00
JFK,2013,9,10,3,69.98,62.96,78.41,14.96014,10/09/2013 03:00
JFK,2013,9,10,4,69.98,62.96,78.41,12.65858,10/09/2013 04:00
JFK,2013,9,10,5,71.06,64.04,78.49,17.2617,10/09/2013 05:00
JFK,2013,9,10,6,69.98,64.94,84.04,12.65858,10/09/2013 06:00
JFK,2013,9,10,7,71.06,64.94,81,13.80936,10/09/2013 07:00
JFK,2013,9,10,8,71.96,66.2,83.09,14.96014,10/09/2013 08:00
JFK,2013,9,10,9,73.04,66.92,81.14,12.65858,10/09/2013 09:00
JFK,2013,9,10,10,77,68,73.78,10.35702,10/09/2013 10:00
JFK,2013,9,10,11,77,68,73.78,14.96014,10/09/2013 11:00
JFK,2013,9,10,12,78.98,68,69.52,13.80936,10/09/2013 12:00
JFK,2013,9,10,13,78.98,69.08,71.72,12.65858,10/09/2013 13:00
JFK,2013,9,10,14,77,68,73.78,18.41248,10/09/2013 14:00
JFK,2013,9,10,15,78.08,69.08,73.88,13.80936,10/09/2013 15:00
JFK,2013,9,10,16,78.08,69.08,73.88,14.96014,10/09/2013 16:00
JFK,2013,9,10,17,77,69.08,76.57,12.65858,10/09/2013 17:00
JFK,2013,9,10,18,75.02,69.08,81.79,11.5078,10/09/2013 18:00
JFK,2013,9,10,19,73.94,69.98,87.45,9.20624,10/09/2013 19:00
JFK,2013,9,10,20,73.94,69.98,87.45,10.35702,10/09/2013 20:00
JFK,2013,9,10,21,75.02,69.98,84.34,12.65858,10/09/2013 21:00
JFK,2013,9,10,22,73.94,69.98,87.45,8.05546,10/09/2013 22:00
JFK,2013,9,10,23,73.04,69.08,87.41,8.05546,10/09/2013 23:00
JFK,2013,9,11,0,71.96,69.98,93.49,3.45234,11/09/2013
JFK,2013,9,11,1,73.94,69.98,87.45,8.05546,11/09/2013 01:00
JFK,2013,9,11,2,71.96,69.98,93.49,6.90468,11/09/2013 02:00
JFK,2013,9,11,3,71.96,69.98,93.49,6.90468,11/09/2013 03:00
JFK,2013,9,11,4,73.04,71.06,93.52,11.5078,11/09/2013 04:00
JFK,2013,9,11,5,73.04,71.06,93.52,6.90468,11/09/2013 05:00
JFK,2013,9,11,6,71.96,69.98,93.49,8.05546,11/09/2013 06:00
JFK,2013,9,11,7,73.94,71.06,90.73,5.7539,11/09/2013 07:00
JFK,2013,9,11,8,78.08,71.96,81.5,8.05546,11/09/2013 08:00
JFK,2013,9,11,9,80.06,71.96,76.36,9.20624,11/09/2013 09:00
JFK,2013,9,11,10,82.94,71.96,69.53,9.20624,11/09/2013 10:00
JFK,2013,9,11,11,84.02,71.96,67.15,10.35702,11/09/2013 11:00
JFK,2013,9,11,12,84.92,71.96,65.23,8.05546,11/09/2013 12:00
JFK,2013,9,11,13,84.92,71.96,65.23,9.20624,11/09/2013 13:00
JFK,2013,9,11,14,86,71.06,61.12,14.96014,11/09/2013 14:00
JFK,2013,9,11,15,86,69.08,57.12,18.41248,11/09/2013 15:00
JFK,2013,9,11,16,82.94,69.08,63.03,21.86482,11/09/2013 16:00
JFK,2013,9,11,17,80.06,69.08,69.23,21.86482,11/09/2013 17:00
JFK,2013,9,11,18,78.08,69.98,76.19,16.11092,11/09/2013 18:00
JFK,2013,9,11,19,77,69.98,78.96,12.65858,11/09/2013 19:00
JFK,2013,9,11,20,75.92,69.98,81.85,12.65858,11/09/2013 20:00
JFK,2013,9,11,21,75.92,69.98,81.85,9.20624,11/09/2013 21:00
JFK,2013,9,11,22,75.02,69.08,81.79,6.90468,11/09/2013 22:00
JFK,2013,9,11,23,75.02,69.98,84.34,5.7539,11/09/2013 23:00
JFK,2013,9,12,0,73.04,69.08,87.41,8.05546,12/09/2013
JFK,2013,9,12,1,73.04,69.08,87.41,8.05546,12/09/2013 01:00
JFK,2013,9,12,2,73.04,69.08,87.41,9.20624,12/09/2013 02:00
JFK,2013,9,12,3,73.04,69.98,90.14,8.05546,12/09/2013 03:00
JFK,2013,9,12,4,73.04,69.08,87.41,8.05546,12/09/2013 04:00
JFK,2013,9,12,5,71.96,69.08,90.66,9.20624,12/09/2013 05:00
JFK,2013,9,12,6,71.96,69.08,90.66,6.90468,12/09/2013 06:00
JFK,2013,9,12,7,73.04,69.98,90.14,6.90468,12/09/2013 07:00
JFK,2013,9,12,8,75.02,69.98,84.34,8.05546,12/09/2013 08:00
JFK,2013,9,12,9,78.08,69.98,76.19,10.35702,12/09/2013 09:00
JFK,2013,9,12,10,77,69.98,78.96,9.20624,12/09/2013 10:00
JFK,2013,9,12,11,80.06,69.98,71.39,11.5078,12/09/2013 11:00
JFK,2013,9,12,12,82.04,69.98,66.93,16.11092,12/09/2013 12:00
JFK,2013,9,12,13,77,69.98,78.96,9.20624,12/09/2013 13:00
JFK,2013,9,12,14,75.2,69.8,88.51,18.41248,12/09/2013 14:00
JFK,2013,9,12,15,75.92,69.8,88.51,9.20624,12/09/2013 15:00
JFK,2013,9,12,16,77,71.06,81.92,16.11092,12/09/2013 16:00
JFK,2013,9,12,17,75.02,69.98,84.34,17.2617,12/09/2013 17:00
JFK,2013,9,12,18,73.94,69.98,87.45,12.65858,12/09/2013 18:00
JFK,2013,9,12,19,75.02,69.98,84.34,17.2617,12/09/2013 19:00
JFK,2013,9,12,20,71.6,66.92,86.77,12.65858,12/09/2013 20:00
JFK,2013,9,12,21,71.06,68,90.06,8.05546,12/09/2013 21:00
JFK,2013,9,12,22,69.98,66.92,90.02,6.90468,12/09/2013 22:00
JFK,2013,9,12,23,71.06,68,90.06,10.35702,12/09/2013 23:00
JFK,2013,9,13,0,71.06,68,90.06,8.05546,13/09/2013
JFK,2013,9,13,1,71.06,66.92,86.77,8.05546,13/09/2013 01:00
JFK,2013,9,13,2,71.06,66.02,84.1,5.7539,13/09/2013 02:00
JFK,2013,9,13,3,69.98,66.02,87.26,9.20624,13/09/2013 03:00
JFK,2013,9,13,4,69.08,66.02,89.98,6.90468,13/09/2013 04:00
JFK,2013,9,13,5,69.08,64.94,86.66,3.45234,13/09/2013 05:00
JFK,2013,9,13,6,68,64.94,89.94,6.90468,13/09/2013 06:00
JFK,2013,9,13,7,69.98,66.02,87.26,6.90468,13/09/2013 07:00
JFK,2013,9,13,8,73.04,64.04,73.41,10.35702,13/09/2013 08:00
JFK,2013,9,13,9,73.94,60.08,61.92,10.35702,13/09/2013 09:00
JFK,2013,9,13,10,75.02,59,57.47,13.80936,13/09/2013 10:00
JFK,2013,9,13,11,73.94,55.94,53.37,14.96014,13/09/2013 11:00
JFK,2013,9,13,12,73.04,55.94,55.01,14.96014,13/09/2013 12:00
JFK,2013,9,13,13,75.92,57.02,51.94,12.65858,13/09/2013 13:00
JFK,2013,9,13,14,78.08,55.04,45,14.96014,13/09/2013 14:00
JFK,2013,9,13,15,78.08,53.06,41.86,6.90468,13/09/2013 15:00
JFK,2013,9,13,16,75.92,53.96,46.47,19.56326,13/09/2013 16:00
JFK,2013,9,13,17,75.92,53.06,44.97,16.11092,13/09/2013 17:00
JFK,2013,9,13,18,71.6,55.4,56.63,17.2617,13/09/2013 18:00
JFK,2013,9,13,19,69.08,50,50.6,20.71404,13/09/2013 19:00
JFK,2013,9,13,20,66.92,48.92,52.35,14.96014,13/09/2013 20:00
JFK,2013,9,13,21,64.04,48.02,55.95,18.41248,13/09/2013 21:00
JFK,2013,9,13,22,62.06,48.02,59.99,14.96014,13/09/2013 22:00
JFK,2013,9,13,23,60.98,48.02,62.33,13.80936,13/09/2013 23:00
JFK,2013,9,14,0,60.08,46.94,61.79,13.80936,14/09/2013
JFK,2013,9,14,1,57.92,46.04,64.52,13.80936,14/09/2013 01:00
JFK,2013,9,14,2,57.92,46.04,64.52,12.65858,14/09/2013 02:00
JFK,2013,9,14,3,57.02,44.96,63.97,12.65858,14/09/2013 03:00
JFK,2013,9,14,4,55.94,44.96,66.52,12.65858,14/09/2013 04:00
JFK,2013,9,14,5,55.04,44.96,68.73,16.11092,14/09/2013 05:00
JFK,2013,9,14,6,55.04,44.06,66.41,12.65858,14/09/2013 06:00
JFK,2013,9,14,7,57.02,44.06,61.81,14.96014,14/09/2013 07:00
